advertiser_id,campaign_id,date,impressions,clicks,installs,cost_micros
2,69,2018-08-16,40479,1006,63,965760000
2,69,2018-08-17,63465,2113,169,2028480000
2,70,2018-10-19,18488,283,17,184880000
2,70,2018-10-20,60809,1784,179,608090000
2,70,2018-10-21,92651,2333,179,926510000
2,70,2018-10-22,22960,677,57,229600000
2,70,2018-10-23,92932,4285,254,929320000
2,70,2018-10-24,41007,1716,230,410070000
2,70,2018-10-25,9201,73,5,92010000
2,70,2018-10-26,14320,213,15,143200000
2,70,2018-10-27,55564,2377,235,555640000
2,70,2018-10-28,88998,945,117,889980000
2,70,2018-10-29,22630,330,32,226300000
2,70,2018-10-30,74276,2374,324,742760000
2,70,2018-10-31,40613,1356,109,406130000
2,70,2018-11-01,70939,2880,392,709390000
2,70,2018-11-02,984,37,3,9840000
2,70,2018-11-03,28027,1268,128,280270000
2,70,2018-11-04,94216,4370,336,942160000
2,70,2018-11-05,94331,3858,203,943310000
2,71,2018-07-26,21668,838,53,427380000
2,71,2018-07-27,65518,1461,127,745110000
2,71,2018-07-28,52238,1604,161,818040000
2,71,2018-07-29,76297,3647,300,1859970000
2,71,2018-07-30,94328,2430,126,1239300000
2,71,2018-07-31,55201,1043,83,531930000
2,71,2018-08-01,85471,1136,120,579360000
2,71,2018-08-02,38226,532,48,271320000
2,71,2018-08-03,74283,2408,218,1228080000
2,71,2018-08-04,99705,1856,184,946560000
2,71,2018-08-05,48746,2176,171,1109760000
2,71,2018-08-06,85350,1960,251,999600000
2,71,2018-08-07,29481,331,33,168810000
2,71,2018-08-08,53757,2399,185,1223490000
2,71,2018-08-09,1883,39,4,19890000
2,71,2018-08-10,45569,906,121,462060000
2,71,2018-08-11,32878,1617,124,824670000
2,71,2018-08-12,91741,3227,400,1645770000
2,71,2018-08-13,83042,2633,270,1342830000
2,71,2018-08-14,41132,908,97,463080000
2,71,2018-08-15,46355,482,68,245820000
2,71,2018-08-16,88379,1891,246,964410000
2,71,2018-08-17,73957,3479,365,1774290000
2,71,2018-08-18,10855,478,25,243780000
2,71,2018-08-19,84659,1584,215,807840000
2,71,2018-08-20,16202,255,23,130050000
2,71,2018-08-21,50158,1108,86,565080000
2,71,2018-08-22,12596,164,16,83640000
2,71,2018-08-23,26776,793,102,404430000
2,72,2018-02-12,65027,1313,154,1339800000
2,72,2018-02-13,44063,236,26,226200000
2,72,2018-02-14,20739,339,31,269700000
2,72,2018-02-15,91538,1887,273,2375100000
2,72,2018-02-16,20119,335,19,165300000
2,72,2018-02-17,50075,1846,232,2018400000
2,72,2018-02-18,86177,3010,232,2018400000
2,72,2018-02-19,47415,1206,65,565500000
2,72,2018-02-20,52420,902,104,904800000
2,72,2018-02-21,84391,861,72,626400000
2,72,2018-02-22,70982,1770,132,1148400000
2,72,2018-02-23,76828,592,45,391500000
2,72,2018-02-24,63613,2517,139,1209300000
2,72,2018-02-25,39935,931,121,1052700000
2,72,2018-02-26,77906,2407,290,2523000000
2,73,2018-04-24,49273,1563,119,708050000
2,73,2018-04-25,57009,2036,266,1582700000
2,73,2018-04-26,12407,190,20,119000000
2,73,2018-04-27,48676,457,27,160650000
2,73,2018-04-28,99591,3721,489,2909550000
2,73,2018-04-29,40862,1506,156,928200000
2,73,2018-04-30,39451,678,56,333200000
2,73,2018-05-01,19300,711,96,571200000
2,73,2018-05-02,24094,1160,69,410550000
2,73,2018-05-03,38703,665,92,547400000
2,73,2018-05-04,22378,1118,137,815150000
2,73,2018-05-05,93098,2412,269,1600550000
2,73,2018-05-06,37105,1023,129,767550000
2,73,2018-05-07,93071,1175,143,850850000
2,73,2018-05-08,92015,2155,185,1100750000
2,73,2018-05-09,31680,1215,151,898450000
2,73,2018-05-10,54421,1502,170,1011500000
2,73,2018-05-11,63170,2399,184,1094800000
2,73,2018-05-12,37629,386,45,267750000
2,73,2018-05-13,10517,232,19,113050000
2,74,2018-02-01,13882,671,67,416460000
2,74,2018-02-02,67892,2883,232,2036760000
2,74,2018-02-03,96730,2215,320,2901900000
2,74,2018-02-04,64617,2559,267,1938510000
2,74,2018-02-05,67473,2867,335,2024190000
2,74,2018-02-06,88742,496,45,2662260000
2,74,2018-02-07,99831,1227,82,2994930000
2,74,2018-02-08,99467,2934,388,2984010000
2,74,2018-02-09,8093,176,15,242790000
2,74,2018-02-10,26334,163,13,790020000
2,74,2018-02-11,87687,2267,151,2630610000
2,74,2018-02-12,55120,2455,186,1653600000
2,74,2018-02-13,84742,468,43,2542260000
2,74,2018-02-14,25260,867,54,757800000
2,74,2018-02-15,57066,2666,371,1711980000
2,74,2018-02-16,23229,313,29,696870000
2,74,2018-02-17,72214,1276,139,2166420000
2,74,2018-02-18,84050,4151,620,2521500000
2,74,2018-02-19,98946,4146,459,2968380000
2,74,2018-02-20,63448,1837,187,1903440000
2,74,2018-02-21,52682,845,45,1580460000
2,74,2018-02-22,6,0,0,180000
2,74,2018-02-23,71902,557,83,2157060000
2,74,2018-02-24,78745,2918,367,2362350000
2,74,2018-02-25,98124,2036,120,2943720000
2,75,2018-09-18,86800,1123,94,1736000000
2,75,2018-09-19,2642,41,3,52840000
2,75,2018-09-20,16426,425,35,328520000
2,75,2018-09-21,68382,2342,349,1367640000
2,75,2018-09-22,65736,2981,381,1314720000
2,75,2018-09-23,33724,931,62,674480000
2,75,2018-09-24,90666,1580,209,1813320000
2,75,2018-09-25,92499,3706,510,1849980000
2,75,2018-09-26,35550,599,50,711000000
2,75,2018-09-27,20288,379,30,405760000
2,75,2018-09-28,50399,1977,211,1007980000
2,75,2018-09-29,45137,954,81,902740000
2,75,2018-09-30,96115,2358,221,1922300000
2,75,2018-10-01,56406,1927,275,1128120000
2,75,2018-10-02,44685,1742,197,893700000
2,75,2018-10-03,85488,3072,241,1709760000
2,75,2018-10-04,15488,311,20,309760000
2,75,2018-10-05,58975,1874,128,1179500000
2,75,2018-10-06,71312,2015,172,1426240000
2,75,2018-10-07,30668,714,40,613360000
2,75,2018-10-08,92240,1513,206,1844800000
2,75,2018-10-09,64599,1926,229,1291980000
2,75,2018-10-10,25300,975,58,506000000
2,75,2018-10-11,21924,646,79,438480000
2,75,2018-10-12,92383,1465,130,1847660000
2,75,2018-10-13,51799,1519,217,1035980000
2,75,2018-10-14,51921,677,40,1038420000
2,75,2018-10-15,94744,3318,448,1894880000
2,75,2018-10-16,86059,2598,378,1721180000
2,76,2018-03-09,24871,1023,90,413100000
2,76,2018-03-10,63671,1861,167,766530000
2,76,2018-03-11,55404,644,56,257040000
2,76,2018-03-12,78511,414,33,151470000
2,76,2018-03-13,99755,2837,314,1441260000
2,76,2018-03-14,51376,1800,205,940950000
2,76,2018-03-15,17624,485,54,247860000
2,76,2018-03-16,14295,227,31,142290000
2,76,2018-03-17,77400,473,49,224910000
2,76,2018-03-18,1978,43,6,27540000
2,76,2018-03-19,78753,823,53,243270000
2,76,2018-03-20,15079,449,48,220320000
2,76,2018-03-21,6878,106,11,50490000
2,76,2018-03-22,79867,1197,80,367200000
2,76,2018-03-23,44954,520,64,293760000
2,76,2018-03-24,60728,1265,186,853740000
2,76,2018-03-25,19419,864,115,527850000
2,76,2018-03-26,73245,2809,371,1702890000
2,76,2018-03-27,52392,1528,94,431460000
2,76,2018-03-28,85806,1900,230,1055700000
2,76,2018-03-29,17914,857,112,514080000
2,76,2018-03-30,53259,327,24,110160000
2,76,2018-03-31,29085,1069,154,706860000
2,77,2018-04-08,81287,1946,268,1157760000
2,77,2018-04-09,85568,4067,433,1870560000
2,77,2018-04-10,40440,1693,95,410400000
2,77,2018-04-11,20469,895,72,311040000
2,77,2018-04-12,14021,526,50,216000000
2,77,2018-04-13,3803,170,9,38880000
2,77,2018-04-14,1303,46,6,25920000
2,77,2018-04-15,76496,1492,191,825120000
2,77,2018-04-16,62372,1311,114,492480000
2,77,2018-04-17,16345,382,39,168480000
2,77,2018-04-18,42167,793,80,345600000
2,77,2018-04-19,85288,2491,149,643680000
2,77,2018-04-20,53164,1242,104,449280000
2,77,2018-04-21,37269,1010,64,276480000
2,77,2018-04-22,31064,946,56,241920000
2,77,2018-04-23,28613,241,28,120960000
2,77,2018-04-24,95948,2809,362,1563840000
2,77,2018-04-25,75039,1933,221,954720000
2,77,2018-04-26,20361,885,55,237600000
2,77,2018-04-27,83098,2321,250,1080000000
2,77,2018-04-28,81238,1956,207,894240000
2,77,2018-04-29,64117,669,63,272160000
2,77,2018-04-30,23703,876,45,194400000
2,77,2018-05-01,26789,804,101,436320000
2,77,2018-05-02,83207,3302,378,1632960000
2,77,2018-05-03,83586,4166,456,1969920000
2,77,2018-05-04,61404,2453,328,1416960000
2,78,2018-04-07,79079,980,70,499800000
2,78,2018-04-08,73732,1169,174,596190000
2,78,2018-04-09,81795,1183,138,603330000
2,78,2018-04-10,71566,1934,134,986340000
2,78,2018-04-11,13642,73,7,37230000
2,78,2018-04-12,77632,2337,304,1191870000
2,78,2018-04-13,40915,371,30,189210000
2,78,2018-04-14,83482,3707,351,1890570000
2,78,2018-04-15,20759,460,68,234600000
2,78,2018-04-16,29396,1446,132,737460000
2,78,2018-04-17,75347,1728,168,881280000
2,78,2018-04-18,55234,2113,154,1077630000
2,78,2018-04-19,99203,1382,177,704820000
2,78,2018-04-20,16181,108,10,55080000
2,78,2018-04-21,10195,502,27,256020000
2,78,2018-04-22,46745,1165,138,594150000
2,78,2018-04-23,99158,744,38,379440000
2,78,2018-04-24,56730,1696,171,864960000
2,78,2018-04-25,99118,1317,127,671670000
2,78,2018-04-26,90948,2220,232,1132200000
2,79,2018-05-11,43215,1280,107,640000000
2,79,2018-05-12,54200,283,24,141500000
2,79,2018-05-13,43153,1195,89,597500000
2,79,2018-05-14,44189,956,63,478000000
2,79,2018-05-15,39461,1565,122,782500000
2,79,2018-05-16,91129,2968,345,1484000000
2,79,2018-05-17,53334,2144,265,1072000000
2,79,2018-05-18,86754,554,40,277000000
2,79,2018-05-19,6848,51,6,25500000
2,79,2018-05-20,86221,3623,391,1811500000
2,79,2018-05-21,44928,2111,295,1055500000
2,79,2018-05-22,98578,4463,667,2231500000
2,79,2018-05-23,29999,1350,88,675000000
2,79,2018-05-24,86372,3060,441,1530000000
2,80,2018-08-08,21432,839,62,336660000
2,80,2018-08-09,9956,208,11,59730000
2,80,2018-08-10,10106,181,9,48870000
2,80,2018-08-11,16279,726,63,342090000
2,80,2018-08-12,60773,1068,124,673320000
2,80,2018-08-13,94064,3697,415,2253450000
2,80,2018-08-14,12152,348,32,173760000
2,80,2018-08-15,31445,1550,186,1009980000
2,80,2018-08-16,41007,627,61,331230000
2,80,2018-08-17,32679,1354,84,456120000
2,80,2018-08-18,47627,2077,281,1525830000
2,80,2018-08-19,71254,2588,226,1227180000
2,80,2018-08-20,48274,1258,68,369240000
2,80,2018-08-21,78291,3229,313,1699590000
2,80,2018-08-22,40587,1238,186,1009980000
2,80,2018-08-23,28140,351,27,146610000
2,80,2018-08-24,71559,2784,382,2074260000
2,80,2018-08-25,48206,1361,73,396390000
2,80,2018-08-26,47813,340,49,266070000
2,80,2018-08-27,87924,1221,81,439830000
2,80,2018-08-28,79974,3114,198,1075140000
2,80,2018-08-29,52281,1590,167,906810000
2,80,2018-08-30,24495,997,77,418110000
2,80,2018-08-31,7755,370,50,271500000
2,80,2018-09-01,14416,707,64,347520000
2,80,2018-09-02,42784,910,77,418110000
2,80,2018-09-03,96113,2722,281,1525830000
2,80,2018-09-04,48698,676,39,211770000
2,81,2018-04-14,14576,270,21,132300000
2,81,2018-04-15,48667,1853,174,907970000
2,81,2018-04-16,35362,1309,140,641410000
2,81,2018-04-17,20465,660,43,323400000
2,81,2018-04-18,4652,28,3,13720000
2,81,2018-04-19,74780,3001,266,1470490000
2,81,2018-04-20,74719,814,96,398860000
2,82,2018-08-28,8874,216,29,186180000
2,82,2018-08-29,38686,349,35,224700000
2,82,2018-08-30,13310,462,36,231120000
2,82,2018-08-31,46364,1888,267,1714140000
2,82,2018-09-01,50083,1073,57,365940000
2,82,2018-09-02,77260,754,108,693360000
2,82,2018-09-03,8345,48,4,25680000
2,83,2018-04-18,85184,644,96,841920000
2,83,2018-04-19,70448,2662,204,1789080000
2,83,2018-04-20,39554,635,32,280640000
2,83,2018-04-21,95483,2261,263,2306510000
2,83,2018-04-22,78865,2269,131,1148870000
2,83,2018-04-23,17864,429,44,385880000
2,83,2018-04-24,91212,3508,418,3665860000
2,83,2018-04-25,25150,536,51,447270000
2,83,2018-04-26,45500,331,19,166630000
2,83,2018-04-27,2323,75,8,70160000
2,83,2018-04-28,4050,28,3,26310000
2,83,2018-04-29,15358,427,61,534970000
2,83,2018-04-30,22762,650,95,833150000
2,83,2018-05-01,57848,2606,261,2288970000
2,83,2018-05-02,69529,1078,126,1105020000
2,83,2018-05-03,36147,268,27,236790000
2,83,2018-05-04,36834,1156,135,1183950000
2,83,2018-05-05,13765,101,7,61390000
2,83,2018-05-06,80698,1998,219,1920630000
2,83,2018-05-07,69371,602,89,780530000
2,83,2018-05-08,16049,748,63,552510000
2,83,2018-05-09,32059,510,28,245560000
2,83,2018-05-10,11293,500,62,543740000
2,83,2018-05-11,20137,772,115,1008550000
2,83,2018-05-12,3379,75,8,70160000
2,83,2018-05-13,40927,895,117,1026090000
2,84,2018-01-28,11146,96,9,44160000
2,84,2018-01-29,99434,3511,270,1615060000
2,84,2018-01-30,31165,312,34,143520000
2,84,2018-01-31,8444,97,6,44620000
2,84,2018-02-01,15056,253,34,116380000
2,84,2018-02-02,38174,1228,121,564880000
2,84,2018-02-03,4600,85,11,39100000
2,84,2018-02-04,54281,1892,278,870320000
2,84,2018-02-05,7273,242,28,111320000
2,84,2018-02-06,68266,689,101,316940000
2,84,2018-02-07,82725,2977,164,1369420000
2,84,2018-02-08,36038,1164,96,535440000
2,84,2018-02-09,8937,124,16,57040000
2,84,2018-02-10,11853,61,5,28060000
2,84,2018-02-11,76467,536,63,246560000
2,84,2018-02-12,54910,2032,115,934720000
2,84,2018-02-13,58057,1599,202,735540000
2,84,2018-02-14,55506,437,65,201020000
2,84,2018-02-15,85511,1773,113,815580000
2,84,2018-02-16,2298,69,9,31740000
2,84,2018-02-17,24668,859,67,395140000
2,85,2018-11-12,84986,3801,253,2926770000
2,85,2018-11-13,32512,1544,105,1188880000
2,85,2018-11-14,27029,525,39,404250000
2,85,2018-11-15,7248,330,39,254100000
2,85,2018-11-16,26810,1260,92,970200000
2,85,2018-11-17,50902,623,82,479710000
2,85,2018-11-18,85753,2426,252,1868020000
2,85,2018-11-19,91521,2601,237,2002770000
2,85,2018-11-20,532,17,2,13090000
2,85,2018-11-21,59772,1570,181,1208900000
2,85,2018-11-22,35971,1422,72,1094940000
2,85,2018-11-23,59473,1642,138,1264340000
2,85,2018-11-24,59572,715,99,550550000
2,85,2018-11-25,93806,1893,121,1457610000
2,85,2018-11-26,45463,656,86,505120000
2,85,2018-11-27,65802,1683,183,1295910000
2,85,2018-11-28,65814,2152,271,1657040000
2,85,2018-11-29,87869,1459,137,1123430000
2,85,2018-11-30,76229,437,38,336490000
2,85,2018-12-01,48197,2175,125,1674750000
2,85,2018-12-02,79430,1269,133,977130000
2,85,2018-12-03,94455,1492,157,1148840000
2,85,2018-12-04,49157,1043,127,803110000
2,85,2018-12-05,38572,1675,230,1289750000
2,86,2018-05-06,33807,1059,134,868380000
2,86,2018-05-07,9062,330,40,270600000
2,86,2018-05-08,94402,2459,356,2016380000
2,86,2018-05-09,80236,1602,200,1313640000
2,86,2018-05-10,34455,994,124,815080000
2,86,2018-05-11,47981,1971,188,1616220000
2,86,2018-05-12,93322,600,81,492000000
2,86,2018-05-13,68646,2719,244,2229580000
2,86,2018-05-14,46327,1000,63,820000000
2,86,2018-05-15,53538,1272,151,1043040000
2,86,2018-05-16,41051,996,58,816720000
2,86,2018-05-17,21246,785,42,643700000
2,86,2018-05-18,9417,197,22,161540000
2,86,2018-05-19,80999,2102,260,1723640000
2,86,2018-05-20,27366,661,57,542020000
2,86,2018-05-21,89041,3628,462,2974960000
2,86,2018-05-22,25738,213,11,174660000
2,86,2018-05-23,686,17,1,13940000
2,86,2018-05-24,10009,51,5,41820000
2,86,2018-05-25,9258,308,34,252560000
2,87,2018-04-30,17240,619,65,172400000
2,87,2018-05-01,51690,1911,246,516900000
2,87,2018-05-02,42173,278,20,421730000
2,87,2018-05-03,23206,1053,65,232060000
2,87,2018-05-04,76859,1613,237,768590000
2,87,2018-05-05,27154,1281,184,271540000
2,87,2018-05-06,40084,717,50,400840000
2,87,2018-05-07,94888,4144,318,948880000
2,87,2018-05-08,1434,31,4,14340000
2,87,2018-05-09,90831,3298,265,908310000
2,87,2018-05-10,78242,898,57,782420000
2,87,2018-05-11,74545,565,43,745450000
2,87,2018-05-12,17070,175,16,170700000
2,87,2018-05-13,49629,254,37,496290000
2,87,2018-05-14,23060,885,109,230600000
2,87,2018-05-15,75611,3485,381,756110000
2,87,2018-05-16,98338,648,33,983380000
2,87,2018-05-17,58134,1101,100,581340000
2,87,2018-05-18,85693,3177,359,856930000
2,87,2018-05-19,33318,1451,83,333180000
2,87,2018-05-20,21729,670,54,217290000
2,88,2018-10-13,3066,31,5,44500000
2,88,2018-10-14,27453,150,8,71200000
2,88,2018-10-15,93457,2406,263,2340700000
2,88,2018-10-16,17287,692,65,578500000
2,88,2018-10-17,43860,737,71,631900000
2,88,2018-10-18,45642,1260,103,916700000
2,88,2018-10-19,17424,415,51,453900000
2,88,2018-10-20,76553,553,55,489500000
2,88,2018-10-21,89809,1040,142,1263800000
2,88,2018-10-22,75771,753,95,845500000
2,88,2018-10-23,99974,1923,198,1762200000
2,88,2018-10-24,30097,250,25,222500000
2,88,2018-10-25,25735,386,50,445000000
2,88,2018-10-26,3029,71,10,89000000
2,88,2018-10-27,21440,305,26,231400000
2,88,2018-10-28,75491,1797,261,2322900000
2,88,2018-10-29,73117,2464,184,1637600000
2,88,2018-10-30,61314,1033,103,916700000
2,88,2018-10-31,13649,414,32,284800000
2,88,2018-11-01,17120,587,87,774300000
2,88,2018-11-02,57377,1500,138,1228200000
2,88,2018-11-03,4625,97,13,115700000
2,88,2018-11-04,50670,626,42,373800000
2,88,2018-11-05,16864,755,100,890000000
2,88,2018-11-06,27216,1192,113,1005700000
2,88,2018-11-07,61339,554,48,427200000
2,89,2018-02-05,43624,410,42,311600000
2,89,2018-02-06,6431,298,17,226480000
2,89,2018-02-07,67059,3220,376,2447200000
2,89,2018-02-08,47848,2370,253,1801200000
2,89,2018-02-09,98019,4721,317,3587960000
2,89,2018-02-10,90559,3586,360,2725360000
2,89,2018-02-11,74155,616,66,468160000
2,90,2018-09-29,33380,1032,154,582120000
2,90,2018-09-30,78111,2306,297,1122660000
2,90,2018-10-01,85080,3387,338,1277640000
2,90,2018-10-02,67957,1647,121,457380000
2,90,2018-10-03,66843,748,52,196560000
2,90,2018-10-04,98196,2129,259,979020000
2,90,2018-10-05,7169,158,10,37800000
2,90,2018-10-06,77867,2853,393,1485540000
2,90,2018-10-07,8442,388,37,139860000
2,90,2018-10-08,8520,392,39,147420000
2,90,2018-10-09,33411,420,37,139860000
2,90,2018-10-10,63044,822,82,309960000
2,90,2018-10-11,59514,1573,212,801360000
2,90,2018-10-12,69383,2864,398,1504440000
2,90,2018-10-13,44708,1724,251,948780000
2,90,2018-10-14,82422,1454,91,343980000
2,90,2018-10-15,75619,1935,111,419580000
2,91,2018-03-29,77939,1793,222,1559910000
2,91,2018-03-30,25769,1217,116,1058790000
2,91,2018-03-31,61298,1267,117,1102290000
2,91,2018-04-01,60466,2277,303,1980990000
2,91,2018-04-02,19943,879,98,764730000
2,91,2018-04-03,55769,1799,167,1565130000
2,91,2018-04-04,32294,257,38,223590000
2,91,2018-04-05,7627,339,17,294930000
2,91,2018-04-06,2431,70,6,60900000
2,91,2018-04-07,34913,1485,181,1291950000
2,91,2018-04-08,79021,1504,192,1308480000
2,91,2018-04-09,60249,501,36,435870000
2,91,2018-04-10,48130,996,137,866520000
2,91,2018-04-11,86190,1082,122,941340000
2,91,2018-04-12,20401,667,74,580290000
2,92,2018-02-07,89489,4173,501,2962830000
2,92,2018-02-08,10520,420,36,298200000
2,92,2018-02-09,14244,423,49,300330000
2,92,2018-02-10,98420,3943,545,2799530000
2,92,2018-02-11,82227,3141,393,2230110000
2,92,2018-02-12,60957,2833,264,2011430000
2,92,2018-02-13,99340,1700,186,1207000000
2,92,2018-02-14,14109,450,60,319500000
2,92,2018-02-15,19820,739,89,524690000
2,92,2018-02-16,59387,730,40,518300000
2,92,2018-02-17,22510,189,19,134190000
2,92,2018-02-18,83189,1598,193,1134580000
2,92,2018-02-19,58992,2486,283,1765060000
2,92,2018-02-20,8922,348,19,247080000
2,92,2018-02-21,11829,435,26,308850000
2,92,2018-02-22,2689,43,5,30530000
2,92,2018-02-23,79860,3842,529,2727820000
2,92,2018-02-24,12208,523,53,371330000
2,92,2018-02-25,91752,486,68,345060000
2,92,2018-02-26,62243,2693,334,1912030000
2,92,2018-02-27,21825,423,28,300330000
2,92,2018-02-28,11891,166,17,117860000
2,92,2018-03-01,57676,516,47,366360000
2,92,2018-03-02,30292,368,51,261280000
2,92,2018-03-03,88405,1812,199,1286520000
2,92,2018-03-04,2659,92,13,65320000
2,92,2018-03-05,63057,1295,151,919450000
2,92,2018-03-06,35688,271,30,192410000
2,93,2018-11-09,41232,1172,159,562860000
2,93,2018-11-10,98430,2065,201,711540000
2,93,2018-11-11,31849,1133,98,346920000
2,93,2018-11-12,69663,3425,304,1076160000
2,93,2018-11-13,91765,1956,226,800040000
2,93,2018-11-14,67425,2253,318,1125720000
2,93,2018-11-15,58008,1873,199,704460000
2,94,2018-11-26,7662,93,5,33250000
2,94,2018-11-27,26963,1246,105,698250000
2,94,2018-11-28,68599,355,47,312550000
2,94,2018-11-29,32187,717,81,538650000
2,94,2018-11-30,35833,872,121,804650000
2,94,2018-12-01,8982,328,43,285950000
2,94,2018-12-02,1470,40,4,26600000
2,94,2018-12-03,57582,1535,218,1449700000
2,94,2018-12-04,20934,361,26,172900000
2,94,2018-12-05,95331,1492,131,871150000
2,94,2018-12-06,55042,389,41,272650000
2,94,2018-12-07,18482,218,24,159600000
2,94,2018-12-08,2166,53,4,26600000
2,94,2018-12-09,24313,581,59,392350000
2,94,2018-12-10,75039,3350,324,2154600000
2,94,2018-12-11,33732,1473,204,1356600000
2,94,2018-12-12,13847,71,5,33250000
2,95,2018-08-12,20876,185,24,155400000
2,95,2018-08-13,82779,846,106,710640000
2,95,2018-08-14,68335,2124,187,1784160000
2,95,2018-08-15,96365,4597,337,3861480000
2,95,2018-08-16,95434,3925,225,3297000000
2,95,2018-08-17,23934,692,76,581280000
2,95,2018-08-18,61370,1967,282,1652280000
2,95,2018-08-19,59717,2047,298,1719480000
2,95,2018-08-20,65659,2109,270,1771560000
2,95,2018-08-21,53452,1552,91,1303680000
2,95,2018-08-22,50190,2314,117,1943760000
2,95,2018-08-23,61263,2406,297,2021040000
2,95,2018-08-24,12268,420,29,352800000
2,95,2018-08-25,68339,889,90,746760000
2,95,2018-08-26,11402,363,54,304920000
2,95,2018-08-27,58048,1108,92,930720000
2,95,2018-08-28,59092,1909,226,1603560000
2,95,2018-08-29,20384,128,7,107520000
2,95,2018-08-30,52694,454,44,381360000
2,96,2018-03-09,99214,4180,427,3211040000
2,96,2018-03-10,97487,650,56,421120000
2,96,2018-03-11,79931,2670,249,1872480000
2,96,2018-03-12,15305,322,34,255680000
2,96,2018-03-13,79282,844,63,473760000
2,96,2018-03-14,50195,1867,262,1970240000
2,96,2018-03-15,61388,3050,269,2022880000
2,96,2018-03-16,8842,107,10,75200000
2,96,2018-03-17,86690,1316,162,1218240000
2,96,2018-03-18,42061,1905,264,1985280000
2,96,2018-03-19,76376,3632,401,3015520000
2,96,2018-03-20,30917,492,44,330880000
2,96,2018-03-21,89710,1341,75,564000000
2,96,2018-03-22,20181,621,56,421120000
2,96,2018-03-23,53798,707,85,639200000
2,96,2018-03-24,40925,1804,235,1767200000
2,97,2018-03-14,62711,1159,118,706990000
2,97,2018-03-15,17886,481,68,293410000
2,97,2018-03-16,14157,152,10,92720000
2,97,2018-03-17,34509,371,53,226310000
2,97,2018-03-18,51741,1164,173,710040000
2,97,2018-03-19,42734,1747,154,1065670000
2,97,2018-03-20,87232,3713,425,2264930000
2,97,2018-03-21,90500,2738,385,1670180000
2,97,2018-03-22,91902,4173,488,2545530000
2,97,2018-03-23,43292,220,11,134200000
2,97,2018-03-24,55824,1665,117,1015650000
2,97,2018-03-25,17137,558,64,340380000
2,97,2018-03-26,63375,1291,81,787510000
2,97,2018-03-27,91070,1781,248,1086410000
2,97,2018-03-28,18059,794,40,484340000
2,97,2018-03-29,5412,261,36,159210000
2,97,2018-03-30,77603,3698,208,2255780000
2,97,2018-03-31,74478,1297,181,791170000
2,97,2018-04-01,42836,1422,142,867420000
2,97,2018-04-02,23687,665,45,405650000
2,97,2018-04-03,47858,1624,237,990640000
2,97,2018-04-04,98300,1276,161,778360000
2,97,2018-04-05,39365,1678,251,1023580000
2,97,2018-04-06,11749,436,63,265960000
2,97,2018-04-07,20783,793,58,483730000
2,97,2018-04-08,87552,1808,182,1102880000
2,97,2018-04-09,87607,2188,170,1334680000
2,97,2018-04-10,90324,885,83,539850000
2,98,2018-05-11,9876,124,12,84320000
2,98,2018-05-12,90179,2857,157,1942760000
2,98,2018-05-13,79893,3560,492,2420800000
2,98,2018-05-14,53072,2120,200,1441600000
2,98,2018-05-15,400,3,0,2040000
2,98,2018-05-16,67708,2147,147,1459960000
2,98,2018-05-17,57394,2424,264,1648320000
2,98,2018-05-18,14459,512,71,348160000
2,98,2018-05-19,26763,636,58,432480000
2,98,2018-05-20,48082,449,59,305320000
2,98,2018-05-21,48298,2374,206,1614320000
2,98,2018-05-22,60142,1055,139,717400000
2,98,2018-05-23,40975,1697,245,1153960000
2,98,2018-05-24,7210,93,12,63240000
2,98,2018-05-25,12706,105,9,71400000
2,98,2018-05-26,98586,992,120,674560000
2,98,2018-05-27,22596,556,34,378080000
2,98,2018-05-28,10520,193,13,131240000
2,98,2018-05-29,7815,390,31,265200000
2,98,2018-05-30,9683,114,14,77520000
2,98,2018-05-31,77149,1864,173,1267520000
2,98,2018-06-01,88109,1719,187,1168920000
2,98,2018-06-02,35372,1336,200,908480000
2,98,2018-06-03,90779,1213,85,824840000
2,98,2018-06-04,53472,959,97,652120000
2,98,2018-06-05,16996,784,76,533120000
2,99,2018-03-31,61810,2838,180,1929840000
2,99,2018-04-01,19389,888,45,603840000
2,99,2018-04-02,32207,652,65,443360000
2,99,2018-04-03,43916,1400,168,952000000
2,99,2018-04-04,31756,1433,103,974440000
2,99,2018-04-05,56806,2383,162,1620440000
2,99,2018-04-06,6865,207,19,140760000
2,99,2018-04-07,65977,2418,316,1644240000
2,99,2018-04-08,57365,1722,107,1170960000
2,99,2018-04-09,76243,3080,257,2094400000
3,100,2018-11-27,80623,1836,154,557480000
3,100,2018-11-28,59002,722,47,170140000
3,100,2018-11-29,90103,1847,161,582820000
3,100,2018-11-30,7838,42,5,18100000
3,100,2018-12-01,51437,1447,94,340280000
3,101,2018-01-28,56874,1022,146,1137480000
3,101,2018-01-29,74503,1759,176,1490060000
3,101,2018-01-30,23722,194,22,474440000
3,101,2018-01-31,25461,710,88,509220000
3,101,2018-02-01,8169,181,23,163380000
3,101,2018-02-02,99485,4048,541,1989700000
3,101,2018-02-03,75220,400,59,1504400000
3,101,2018-02-04,6238,69,8,124760000
3,101,2018-02-05,84696,1322,169,1693920000
3,101,2018-02-06,38173,1302,124,763460000
3,101,2018-02-07,97415,1924,271,1948300000
3,101,2018-02-08,75799,3093,362,1515980000
3,101,2018-02-09,21125,465,65,422500000
